label,category,value
2010-05-28,Total IPv6 %,0.21868
2010-05-27,Total IPv6 %,0.223538
2010-05-26,Total IPv6 %,0.220313
2010-05-25,Total IPv6 %,0.216607
2010-05-24,Total IPv6 %,0.22962
2010-05-23,Total IPv6 %,0.247551
2010-05-22,Total IPv6 %,0.239962
2010-05-21,Total IPv6 %,0.216258
2010-05-20,Total IPv6 %,0.212138
2010-05-19,Total IPv6 %,0.218756
2010-05-18,Total IPv6 %,0.218277
2010-05-17,Total IPv6 %,0.225001
2010-05-16,Total IPv6 %,0.263759
2010-05-15,Total IPv6 %,0.247082
2010-05-14,Total IPv6 %,0.224391
2010-05-13,Total IPv6 %,0.235432
2010-05-12,Total IPv6 %,0.22497
2010-05-11,Total IPv6 %,0.224643
2010-05-10,Total IPv6 %,0.228705
2010-05-09,Total IPv6 %,0.282031
2010-05-08,Total IPv6 %,0.261452
2010-05-07,Total IPv6 %,0.222763
2010-05-06,Total IPv6 %,0.22604
2010-05-05,Total IPv6 %,0.233309
2010-05-04,Total IPv6 %,0.236935
2010-05-03,Total IPv6 %,0.236986
2010-05-02,Total IPv6 %,0.279484
2010-05-01,Total IPv6 %,0.265523
2010-04-30,Total IPv6 %,0.236972
2010-04-29,Total IPv6 %,0.228768
2010-04-28,Total IPv6 %,0.239178
2010-04-27,Total IPv6 %,0.238988
2010-04-26,Total IPv6 %,0.241342
2010-04-25,Total IPv6 %,0.274396
2010-04-24,Total IPv6 %,0.256737
2010-04-23,Total IPv6 %,0.22956
2010-04-22,Total IPv6 %,0.229583
2010-04-21,Total IPv6 %,0.239417
2010-04-20,Total IPv6 %,0.237442
2010-04-19,Total IPv6 %,0.236804
2010-04-18,Total IPv6 %,0.26622
2010-04-17,Total IPv6 %,0.249468
2010-04-16,Total IPv6 %,0.224352
2010-04-15,Total IPv6 %,0.231847
2010-04-14,Total IPv6 %,0.235228
2010-04-13,Total IPv6 %,0.234623
2010-04-12,Total IPv6 %,0.234205
2010-04-11,Total IPv6 %,0.269682
2010-04-10,Total IPv6 %,0.254121
2010-04-09,Total IPv6 %,0.230239
2010-04-08,Total IPv6 %,0.23467
2010-04-07,Total IPv6 %,0.242059
2010-04-06,Total IPv6 %,0.233216
2010-04-05,Total IPv6 %,0.250401
2010-04-04,Total IPv6 %,0.262674
2010-04-03,Total IPv6 %,0.254577
2010-04-02,Total IPv6 %,0.248044
2010-04-01,Total IPv6 %,0.243396
2010-03-31,Total IPv6 %,0.246707
2010-03-30,Total IPv6 %,0.235955
2010-03-29,Total IPv6 %,0.234219
2010-03-28,Total IPv6 %,0.287871
2010-03-27,Total IPv6 %,0.269739
2010-03-26,Total IPv6 %,0.236037
2010-03-25,Total IPv6 %,0.234746
2010-03-24,Total IPv6 %,0.244278
2010-03-23,Total IPv6 %,0.250259
2010-03-22,Total IPv6 %,0.25372
2010-03-21,Total IPv6 %,0.305148
2010-03-20,Total IPv6 %,0.286553
2010-03-19,Total IPv6 %,0.24615
2010-03-18,Total IPv6 %,0.247875
2010-03-17,Total IPv6 %,0.253324
2010-03-16,Total IPv6 %,0.243849
2010-03-15,Total IPv6 %,0.250695
2010-03-14,Total IPv6 %,0.308038
2010-03-13,Total IPv6 %,0.298557
2010-03-12,Total IPv6 %,0.243522
2010-03-11,Total IPv6 %,0.242655
2010-03-10,Total IPv6 %,0.260898
2010-03-09,Total IPv6 %,0.254863
2010-03-08,Total IPv6 %,0.258426
2010-03-07,Total IPv6 %,0.306171
2010-03-06,Total IPv6 %,0.286607
2010-03-05,Total IPv6 %,0.249067
2010-03-04,Total IPv6 %,0.255324
2010-03-03,Total IPv6 %,0.266402
2010-03-02,Total IPv6 %,0.26623
2010-03-01,Total IPv6 %,0.271437
2010-02-28,Total IPv6 %,0.315772
2010-02-27,Total IPv6 %,0.295742
2010-02-26,Total IPv6 %,0.260411
2010-02-25,Total IPv6 %,0.255973
2010-02-24,Total IPv6 %,0.256182
2010-02-23,Total IPv6 %,0.246826
2010-02-22,Total IPv6 %,0.254824
2010-02-21,Total IPv6 %,0.303189
2010-02-20,Total IPv6 %,0.286035
2010-02-19,Total IPv6 %,0.247674
2010-02-18,Total IPv6 %,0.252621
2010-02-17,Total IPv6 %,0.250121
2010-02-16,Total IPv6 %,0.259425
2010-02-15,Total IPv6 %,0.261099
2010-02-14,Total IPv6 %,0.299022
2010-02-13,Total IPv6 %,0.289754
2010-02-12,Total IPv6 %,0.244026
2010-02-11,Total IPv6 %,0.244885
2010-02-10,Total IPv6 %,0.245526
2010-02-09,Total IPv6 %,0.245916
2010-02-08,Total IPv6 %,0.245739
2010-02-07,Total IPv6 %,0.294282
2010-02-06,Total IPv6 %,0.284695
2010-02-05,Total IPv6 %,0.241797
2010-02-04,Total IPv6 %,0.23929
2010-02-03,Total IPv6 %,0.249574
2010-02-02,Total IPv6 %,0.242202
2010-02-01,Total IPv6 %,0.248775
2010-01-31,Total IPv6 %,0.299035
2010-01-30,Total IPv6 %,0.285168
2010-01-29,Total IPv6 %,0.249024
2010-01-28,Total IPv6 %,0.246445
2010-01-27,Total IPv6 %,0.249897
2010-01-26,Total IPv6 %,0.24646
2010-01-25,Total IPv6 %,0.246994
2010-01-24,Total IPv6 %,0.307929
2010-01-23,Total IPv6 %,0.2929
2010-01-22,Total IPv6 %,0.24322
2010-01-21,Total IPv6 %,0.24507
2010-01-20,Total IPv6 %,0.247299
2010-01-19,Total IPv6 %,0.249752
2010-01-18,Total IPv6 %,0.259076
2010-01-17,Total IPv6 %,0.303082
2010-01-16,Total IPv6 %,0.286773
2010-01-15,Total IPv6 %,0.241717
2010-01-14,Total IPv6 %,0.244226
2010-01-13,Total IPv6 %,0.25319
2010-01-12,Total IPv6 %,0.253404
2010-01-11,Total IPv6 %,0.253618
2010-01-10,Total IPv6 %,0.308462
2010-01-09,Total IPv6 %,0.293176
2010-01-08,Total IPv6 %,0.253713
2010-01-07,Total IPv6 %,0.246164
2010-01-06,Total IPv6 %,0.251263
2010-01-05,Total IPv6 %,0.248419
2010-01-04,Total IPv6 %,0.252272
2010-01-03,Total IPv6 %,0.299074
2010-01-02,Total IPv6 %,0.280985
2010-01-01,Total IPv6 %,0.286675
2009-12-31,Total IPv6 %,0.256278
2009-12-30,Total IPv6 %,0.250484
2009-12-29,Total IPv6 %,0.251368
2009-12-28,Total IPv6 %,0.249957
2009-12-27,Total IPv6 %,0.286967
2009-12-26,Total IPv6 %,0.270912
2009-12-25,Total IPv6 %,0.282979
2009-12-24,Total IPv6 %,0.252559
2009-12-23,Total IPv6 %,0.249702
2009-12-22,Total IPv6 %,0.251409
2009-12-21,Total IPv6 %,0.253717
2009-12-20,Total IPv6 %,0.304698
2009-12-19,Total IPv6 %,0.296547
2009-12-18,Total IPv6 %,0.256085
2009-12-17,Total IPv6 %,0.253368
2009-12-16,Total IPv6 %,0.255574
2009-12-15,Total IPv6 %,0.251735
2009-12-14,Total IPv6 %,0.256172
2009-12-13,Total IPv6 %,0.316854
2009-12-12,Total IPv6 %,0.302232
2009-12-11,Total IPv6 %,0.250733
2009-12-10,Total IPv6 %,0.257882
2009-12-09,Total IPv6 %,0.265393
2009-12-08,Total IPv6 %,0.269398
2009-12-07,Total IPv6 %,0.272945
2009-12-06,Total IPv6 %,0.323961
2009-12-05,Total IPv6 %,0.304618
2009-12-04,Total IPv6 %,0.255249
2009-12-03,Total IPv6 %,0.268232
2009-12-02,Total IPv6 %,0.271247
2009-12-01,Total IPv6 %,0.268105
2009-11-30,Total IPv6 %,0.275944
2009-11-29,Total IPv6 %,0.324386
2009-11-28,Total IPv6 %,0.307613
2009-11-27,Total IPv6 %,0.264219
2009-11-26,Total IPv6 %,0.263861
2009-11-25,Total IPv6 %,0.260924
2009-11-24,Total IPv6 %,0.252287
2009-11-23,Total IPv6 %,0.253013
2009-11-22,Total IPv6 %,0.317553
2009-11-21,Total IPv6 %,0.303184
2009-11-20,Total IPv6 %,0.254045
2009-11-19,Total IPv6 %,0.25776
2009-11-18,Total IPv6 %,0.256943
2009-11-17,Total IPv6 %,0.258421
2009-11-16,Total IPv6 %,0.260431
2009-11-15,Total IPv6 %,0.30999
2009-11-14,Total IPv6 %,0.299197
2009-11-13,Total IPv6 %,0.250713
2009-11-12,Total IPv6 %,0.257059
2009-11-11,Total IPv6 %,0.270621
2009-11-10,Total IPv6 %,0.252658
2009-11-09,Total IPv6 %,0.257146
2009-11-08,Total IPv6 %,0.310618
2009-11-07,Total IPv6 %,0.29653
2009-11-06,Total IPv6 %,0.247723
2009-11-05,Total IPv6 %,0.254331
2009-11-04,Total IPv6 %,0.249106
2009-11-03,Total IPv6 %,0.262722
2009-11-02,Total IPv6 %,0.271071
2009-11-01,Total IPv6 %,0.304331
2009-10-31,Total IPv6 %,0.29292
2009-10-30,Total IPv6 %,0.250686
2009-10-29,Total IPv6 %,0.255976
2009-10-28,Total IPv6 %,0.250339
2009-10-27,Total IPv6 %,0.24955
2009-10-26,Total IPv6 %,0.256762
2009-10-25,Total IPv6 %,0.299768
2009-10-24,Total IPv6 %,0.290062
2009-10-23,Total IPv6 %,0.237552
2009-10-22,Total IPv6 %,0.243452
2009-10-21,Total IPv6 %,0.245666
2009-10-20,Total IPv6 %,0.246923
2009-10-19,Total IPv6 %,0.246554
2009-10-18,Total IPv6 %,0.300745
2009-10-17,Total IPv6 %,0.281056
2009-10-16,Total IPv6 %,0.239848
2009-10-15,Total IPv6 %,0.241964
2009-10-14,Total IPv6 %,0.248526
2009-10-13,Total IPv6 %,0.237943
2009-10-12,Total IPv6 %,0.253449
2009-10-11,Total IPv6 %,0.300853
2009-10-10,Total IPv6 %,0.277522
2009-10-09,Total IPv6 %,0.236024
2009-10-08,Total IPv6 %,0.207165
2009-10-07,Total IPv6 %,0.20564
2009-10-06,Total IPv6 %,0.209502
2009-10-05,Total IPv6 %,0.202144
2009-10-04,Total IPv6 %,0.252169
2009-10-03,Total IPv6 %,0.23696
2009-10-02,Total IPv6 %,0.207691
2009-10-01,Total IPv6 %,0.198489
2009-09-30,Total IPv6 %,0.205666
2009-09-29,Total IPv6 %,0.200459
2009-09-28,Total IPv6 %,0.200856
2009-09-27,Total IPv6 %,0.249179
2009-09-26,Total IPv6 %,0.24072
2009-09-25,Total IPv6 %,0.195561
2009-09-24,Total IPv6 %,0.1953
2009-09-23,Total IPv6 %,0.196204
2009-09-22,Total IPv6 %,0.193726
2009-09-21,Total IPv6 %,0.200844
2009-09-20,Total IPv6 %,0.253808
2009-09-19,Total IPv6 %,0.238132
2009-09-18,Total IPv6 %,0.215858
2009-09-17,Total IPv6 %,0.211284
2009-09-16,Total IPv6 %,0.220049
2009-09-15,Total IPv6 %,0.213778
2009-09-14,Total IPv6 %,0.215308
2009-09-13,Total IPv6 %,0.269937
2009-09-12,Total IPv6 %,0.247039
2009-09-11,Total IPv6 %,0.211637
2009-09-10,Total IPv6 %,0.212769
2009-09-09,Total IPv6 %,0.212235
2009-09-08,Total IPv6 %,0.209555
2009-09-07,Total IPv6 %,0.217487
2009-09-06,Total IPv6 %,0.253653
2009-09-05,Total IPv6 %,0.247666
2009-09-04,Total IPv6 %,0.210282
2009-09-03,Total IPv6 %,0.201031
2009-09-02,Total IPv6 %,0.208723
2009-09-01,Total IPv6 %,0.201076
2009-08-31,Total IPv6 %,0.203638
2009-08-30,Total IPv6 %,0.242075
2009-08-29,Total IPv6 %,0.243677
2009-08-28,Total IPv6 %,0.205828
2009-08-27,Total IPv6 %,0.192844
2009-08-26,Total IPv6 %,0.199793
2009-08-25,Total IPv6 %,0.19699
2009-08-24,Total IPv6 %,0.197929
2009-08-23,Total IPv6 %,0.235859
2009-08-22,Total IPv6 %,0.22709
2009-08-21,Total IPv6 %,0.194975
2009-08-20,Total IPv6 %,0.19269
2009-08-19,Total IPv6 %,0.183657
2009-08-18,Total IPv6 %,0.185892
2009-08-17,Total IPv6 %,0.184726
2009-08-16,Total IPv6 %,0.222848
2009-08-15,Total IPv6 %,0.22203
2009-08-14,Total IPv6 %,0.190383
2009-08-13,Total IPv6 %,0.185663
2009-08-12,Total IPv6 %,0.190829
2009-08-11,Total IPv6 %,0.188453
2009-08-10,Total IPv6 %,0.185123
2009-08-09,Total IPv6 %,0.223546
2009-08-08,Total IPv6 %,0.212034
2009-08-07,Total IPv6 %,0.186503
2009-08-06,Total IPv6 %,0.18687
2009-08-05,Total IPv6 %,0.183574
2009-08-04,Total IPv6 %,0.179826
2009-08-03,Total IPv6 %,0.183955
2009-08-02,Total IPv6 %,0.226677
2009-08-01,Total IPv6 %,0.205741
2009-07-31,Total IPv6 %,0.187458
2009-07-30,Total IPv6 %,0.185098
2009-07-29,Total IPv6 %,0.182218
2009-07-28,Total IPv6 %,0.184674
2009-07-27,Total IPv6 %,0.193616
2009-07-26,Total IPv6 %,0.218969
2009-07-25,Total IPv6 %,0.222249
2009-07-24,Total IPv6 %,0.187611
2009-07-23,Total IPv6 %,0.19076
2009-07-22,Total IPv6 %,0.186349
2009-07-21,Total IPv6 %,0.183443
2009-07-20,Total IPv6 %,0.184565
2009-07-19,Total IPv6 %,0.221668
2009-07-18,Total IPv6 %,0.221192
2009-07-17,Total IPv6 %,0.197909
2009-07-16,Total IPv6 %,0.187198
2009-07-15,Total IPv6 %,0.18716
2009-07-14,Total IPv6 %,0.182118
2009-07-13,Total IPv6 %,0.183406
2009-07-12,Total IPv6 %,0.224589
2009-07-11,Total IPv6 %,0.221816
2009-07-10,Total IPv6 %,0.191897
2009-07-09,Total IPv6 %,0.18758
2009-07-08,Total IPv6 %,0.191952
2009-07-07,Total IPv6 %,0.190055
2009-07-06,Total IPv6 %,0.198219
2009-07-05,Total IPv6 %,0.225778
2009-07-04,Total IPv6 %,0.213723
2009-07-03,Total IPv6 %,0.200947
2009-07-02,Total IPv6 %,0.187049
2009-07-01,Total IPv6 %,0.195132
2009-06-30,Total IPv6 %,0.191794
2009-06-29,Total IPv6 %,0.196987
2009-06-28,Total IPv6 %,0.222003
2009-06-27,Total IPv6 %,0.21138
2009-06-26,Total IPv6 %,0.188234
2009-06-25,Total IPv6 %,0.197276
2009-06-24,Total IPv6 %,0.208314
2009-06-23,Total IPv6 %,0.193149
2009-06-22,Total IPv6 %,0.197936
2009-06-21,Total IPv6 %,0.241241
2009-06-20,Total IPv6 %,0.236786
2009-06-19,Total IPv6 %,0.201688
2009-06-18,Total IPv6 %,0.197303
2009-06-17,Total IPv6 %,0.199292
2009-06-16,Total IPv6 %,0.191611
2009-06-15,Total IPv6 %,0.201689
2009-06-14,Total IPv6 %,0.243606
2009-06-13,Total IPv6 %,0.23819
2009-06-12,Total IPv6 %,0.199355
2009-06-11,Total IPv6 %,0.199537
2009-06-10,Total IPv6 %,0.203051
2009-06-09,Total IPv6 %,0.191281
2009-06-08,Total IPv6 %,0.199373
2009-06-07,Total IPv6 %,0.240721
2009-06-06,Total IPv6 %,0.233208
2009-06-05,Total IPv6 %,0.198159
2009-06-04,Total IPv6 %,0.186489
2009-06-03,Total IPv6 %,0.200583
2009-06-02,Total IPv6 %,0.197908
2009-06-01,Total IPv6 %,0.201668
2009-05-31,Total IPv6 %,0.238393
2009-05-30,Total IPv6 %,0.225285
2009-05-29,Total IPv6 %,0.200051
2009-05-28,Total IPv6 %,0.19919
2009-05-27,Total IPv6 %,0.193634
2009-05-26,Total IPv6 %,0.198302
2009-05-25,Total IPv6 %,0.208213
2009-05-24,Total IPv6 %,0.23642
2009-05-23,Total IPv6 %,0.235815
2009-05-22,Total IPv6 %,0.204898
2009-05-21,Total IPv6 %,0.204294
2009-05-20,Total IPv6 %,0.195829
2009-05-19,Total IPv6 %,0.191759
2009-05-18,Total IPv6 %,0.194411
2009-05-17,Total IPv6 %,0.240308
2009-05-16,Total IPv6 %,0.222008
2009-05-15,Total IPv6 %,0.194698
2009-05-14,Total IPv6 %,0.203093
2009-05-13,Total IPv6 %,0.204286
2009-05-12,Total IPv6 %,0.199772
2009-05-11,Total IPv6 %,0.202352
2009-05-10,Total IPv6 %,0.247222
2009-05-09,Total IPv6 %,0.235013
2009-05-08,Total IPv6 %,0.209604
2009-05-07,Total IPv6 %,0.194162
2009-05-06,Total IPv6 %,0.199805
2009-05-05,Total IPv6 %,0.194063
2009-05-04,Total IPv6 %,0.201311
2009-05-03,Total IPv6 %,0.252877
2009-05-02,Total IPv6 %,0.235448
2009-05-01,Total IPv6 %,0.207637
2009-04-30,Total IPv6 %,0.202008
2009-04-29,Total IPv6 %,0.198903
2009-04-28,Total IPv6 %,0.203699
2009-04-27,Total IPv6 %,0.206955
2009-04-26,Total IPv6 %,0.253482
2009-04-25,Total IPv6 %,0.245758
2009-04-24,Total IPv6 %,0.197696
2009-04-23,Total IPv6 %,0.196306
2009-04-22,Total IPv6 %,0.197619
2009-04-21,Total IPv6 %,0.195782
2009-04-20,Total IPv6 %,0.202967
2009-04-19,Total IPv6 %,0.248069
2009-04-18,Total IPv6 %,0.241074
2009-04-17,Total IPv6 %,0.198824
2009-04-16,Total IPv6 %,0.201603
2009-04-15,Total IPv6 %,0.202793
2009-04-14,Total IPv6 %,0.198967
2009-04-13,Total IPv6 %,0.220018
2009-04-12,Total IPv6 %,0.244382
2009-04-11,Total IPv6 %,0.252575
2009-04-10,Total IPv6 %,0.218443
2009-04-09,Total IPv6 %,0.207516
2009-04-08,Total IPv6 %,0.206975
2009-04-07,Total IPv6 %,0.2056
2009-04-06,Total IPv6 %,0.203815
2009-04-05,Total IPv6 %,0.247787
2009-04-04,Total IPv6 %,0.24032
2009-04-03,Total IPv6 %,0.192217
2009-04-02,Total IPv6 %,0.195743
2009-04-01,Total IPv6 %,0.198447
2009-03-31,Total IPv6 %,0.198944
2009-03-30,Total IPv6 %,0.194805
2009-03-29,Total IPv6 %,0.239364
2009-03-28,Total IPv6 %,0.231955
2009-03-27,Total IPv6 %,0.187731
2009-03-26,Total IPv6 %,0.190445
2009-03-25,Total IPv6 %,0.188486
2009-03-24,Total IPv6 %,0.186778
2009-03-23,Total IPv6 %,0.196664
2009-03-22,Total IPv6 %,0.237952
2009-03-21,Total IPv6 %,0.226356
2009-03-20,Total IPv6 %,0.187332
2009-03-19,Total IPv6 %,0.180229
2009-03-18,Total IPv6 %,0.189746
2009-03-17,Total IPv6 %,0.180711
2009-03-16,Total IPv6 %,0.191542
2009-03-15,Total IPv6 %,0.238352
2009-03-14,Total IPv6 %,0.232053
2009-03-13,Total IPv6 %,0.185163
2009-03-12,Total IPv6 %,0.186097
2009-03-11,Total IPv6 %,0.192447
2009-03-10,Total IPv6 %,0.1912
2009-03-09,Total IPv6 %,0.192974
2009-03-08,Total IPv6 %,0.244561
2009-03-07,Total IPv6 %,0.230348
2009-03-06,Total IPv6 %,0.18698
2009-03-05,Total IPv6 %,0.196175
2009-03-04,Total IPv6 %,0.198556
2009-03-03,Total IPv6 %,0.198574
2009-03-02,Total IPv6 %,0.20399
2009-03-01,Total IPv6 %,0.250006
2009-02-28,Total IPv6 %,0.235593
2009-02-27,Total IPv6 %,0.186626
2009-02-26,Total IPv6 %,0.186529
2009-02-25,Total IPv6 %,0.189035
2009-02-24,Total IPv6 %,0.190446
2009-02-23,Total IPv6 %,0.191701
2009-02-22,Total IPv6 %,0.243956
2009-02-21,Total IPv6 %,0.230754
2009-02-20,Total IPv6 %,0.189238
2009-02-19,Total IPv6 %,0.179456
2009-02-18,Total IPv6 %,0.183008
2009-02-17,Total IPv6 %,0.187805
2009-02-16,Total IPv6 %,0.196178
2009-02-15,Total IPv6 %,0.229303
2009-02-14,Total IPv6 %,0.220669
2009-02-13,Total IPv6 %,0.183444
2009-02-12,Total IPv6 %,0.184973
2009-02-11,Total IPv6 %,0.185073
2009-02-10,Total IPv6 %,0.185377
2009-02-09,Total IPv6 %,0.186013
2009-02-08,Total IPv6 %,0.232851
2009-02-07,Total IPv6 %,0.220715
2009-02-06,Total IPv6 %,0.179823
2009-02-05,Total IPv6 %,0.177431
2009-02-04,Total IPv6 %,0.180968
2009-02-03,Total IPv6 %,0.177154
2009-02-02,Total IPv6 %,0.183051
2009-02-01,Total IPv6 %,0.222737
2009-01-31,Total IPv6 %,0.213831
2009-01-30,Total IPv6 %,0.180742
2009-01-29,Total IPv6 %,0.177784
2009-01-28,Total IPv6 %,0.182829
2009-01-27,Total IPv6 %,0.17701
2009-01-26,Total IPv6 %,0.180617
2009-01-25,Total IPv6 %,0.236082
2009-01-24,Total IPv6 %,0.227143
2009-01-23,Total IPv6 %,0.178594
2009-01-22,Total IPv6 %,0.176641
2009-01-21,Total IPv6 %,0.18113
2009-01-20,Total IPv6 %,0.171926
2009-01-19,Total IPv6 %,0.18613
2009-01-18,Total IPv6 %,0.218782
2009-01-17,Total IPv6 %,0.216496
2009-01-16,Total IPv6 %,0.175567
2009-01-15,Total IPv6 %,0.177859
2009-01-14,Total IPv6 %,0.1803
2009-01-13,Total IPv6 %,0.173163
2009-01-12,Total IPv6 %,0.181739
2009-01-11,Total IPv6 %,0.233662
2009-01-10,Total IPv6 %,0.227387
2009-01-09,Total IPv6 %,0.179363
2009-01-08,Total IPv6 %,0.173759
2009-01-07,Total IPv6 %,0.172175
2009-01-06,Total IPv6 %,0.18228
2009-01-05,Total IPv6 %,0.181688
2009-01-04,Total IPv6 %,0.226505
2009-01-03,Total IPv6 %,0.225137
2009-01-02,Total IPv6 %,0.201317
2009-01-01,Total IPv6 %,0.23037
2008-12-31,Total IPv6 %,0.179783
2008-12-30,Total IPv6 %,0.184935
2008-12-29,Total IPv6 %,0.182816
2008-12-28,Total IPv6 %,0.217367
2008-12-27,Total IPv6 %,0.214123
2008-12-26,Total IPv6 %,0.19555
2008-12-25,Total IPv6 %,0.210825
2008-12-24,Total IPv6 %,0.189916
2008-12-23,Total IPv6 %,0.176589
2008-12-22,Total IPv6 %,0.182064
2008-12-21,Total IPv6 %,0.221025
2008-12-20,Total IPv6 %,0.227614
2008-12-19,Total IPv6 %,0.189112
2008-12-18,Total IPv6 %,0.174249
2008-12-17,Total IPv6 %,0.182745
2008-12-16,Total IPv6 %,0.181799
2008-12-15,Total IPv6 %,0.180177
2008-12-14,Total IPv6 %,0.234302
2008-12-13,Total IPv6 %,0.229003
2008-12-12,Total IPv6 %,0.1832
2008-12-11,Total IPv6 %,0.178766
2008-12-10,Total IPv6 %,0.179273
2008-12-09,Total IPv6 %,0.187351
2008-12-08,Total IPv6 %,0.188244
2008-12-07,Total IPv6 %,0.2106
2008-12-06,Total IPv6 %,0.195236
2008-12-05,Total IPv6 %,0.155538
2008-12-04,Total IPv6 %,0.150905
2008-12-03,Total IPv6 %,0.155748
2008-12-02,Total IPv6 %,0.156571
2008-12-01,Total IPv6 %,0.154893
2008-11-30,Total IPv6 %,0.199751
2008-11-29,Total IPv6 %,0.191926
2008-11-28,Total IPv6 %,0.158335
2008-11-27,Total IPv6 %,0.151688
2008-11-26,Total IPv6 %,0.142087
2008-11-25,Total IPv6 %,0.142906
2008-11-24,Total IPv6 %,0.142753
2008-11-23,Total IPv6 %,0.189267
2008-11-22,Total IPv6 %,0.177771
2008-11-21,Total IPv6 %,0.144111
2008-11-20,Total IPv6 %,0.14369
2008-11-19,Total IPv6 %,0.141498
2008-11-18,Total IPv6 %,0.142447
2008-11-17,Total IPv6 %,0.145763
2008-11-16,Total IPv6 %,0.189194
2008-11-15,Total IPv6 %,0.174422
2008-11-14,Total IPv6 %,0.142124
2008-11-13,Total IPv6 %,0.14198
2008-11-12,Total IPv6 %,0.143854
2008-11-11,Total IPv6 %,0.153159
2008-11-10,Total IPv6 %,0.150664
2008-11-09,Total IPv6 %,0.183797
2008-11-08,Total IPv6 %,0.173598
2008-11-07,Total IPv6 %,0.147698
2008-11-06,Total IPv6 %,0.138274
2008-11-05,Total IPv6 %,0.143111
2008-11-04,Total IPv6 %,0.150279
2008-11-03,Total IPv6 %,0.144467
2008-11-02,Total IPv6 %,0.185278
2008-11-01,Total IPv6 %,0.17569
2008-10-31,Total IPv6 %,0.138081
2008-10-30,Total IPv6 %,0.14698
2008-10-29,Total IPv6 %,0.142385
2008-10-28,Total IPv6 %,0.141517
2008-10-27,Total IPv6 %,0.143907
2008-10-26,Total IPv6 %,0.172733
2008-10-25,Total IPv6 %,0.150262
2008-10-24,Total IPv6 %,0.136997
2008-10-23,Total IPv6 %,0.141044
2008-10-22,Total IPv6 %,0.137102
2008-10-21,Total IPv6 %,0.143032
2008-10-20,Total IPv6 %,0.145427
2008-10-19,Total IPv6 %,0.18027
2008-10-18,Total IPv6 %,0.173828
2008-10-17,Total IPv6 %,0.141415
2008-10-16,Total IPv6 %,0.144376
2008-10-15,Total IPv6 %,0.145541
2008-10-14,Total IPv6 %,0.145862
2008-10-13,Total IPv6 %,0.148092
2008-10-12,Total IPv6 %,0.183668
2008-10-11,Total IPv6 %,0.176125
2008-10-10,Total IPv6 %,0.138548
2008-10-09,Total IPv6 %,0.14218
2008-10-08,Total IPv6 %,0.139529
2008-10-07,Total IPv6 %,0.165978
2008-10-06,Total IPv6 %,0.161212
2008-10-05,Total IPv6 %,0.213072
2008-10-04,Total IPv6 %,0.196708
2008-10-03,Total IPv6 %,0.162107
2008-10-02,Total IPv6 %,0.167416
2008-10-01,Total IPv6 %,0.162822
2008-09-30,Total IPv6 %,0.159811
2008-09-29,Total IPv6 %,0.161837
2008-09-28,Total IPv6 %,0.200972
2008-09-27,Total IPv6 %,0.178202
2008-09-26,Total IPv6 %,0.136617
2008-09-25,Total IPv6 %,0.141357
2008-09-24,Total IPv6 %,0.134042
2008-09-23,Total IPv6 %,0.137266
2008-09-22,Total IPv6 %,0.137264
2008-09-21,Total IPv6 %,0.179869
2008-09-20,Total IPv6 %,0.172296
2008-09-19,Total IPv6 %,0.128924
2008-09-18,Total IPv6 %,0.136787
2008-09-17,Total IPv6 %,0.156064
2008-09-16,Total IPv6 %,0.141687
2008-09-15,Total IPv6 %,0.149022
2008-09-14,Total IPv6 %,0.188525
2008-09-13,Total IPv6 %,0.179428
2008-09-12,Total IPv6 %,0.146674
2008-09-11,Total IPv6 %,0.142438
2008-09-10,Total IPv6 %,0.139793
2008-09-09,Total IPv6 %,0.142593
2008-09-08,Total IPv6 %,0.143716
2008-09-07,Total IPv6 %,0.182193
2008-09-06,Total IPv6 %,0.176802
2008-09-05,Total IPv6 %,0.134405
2008-09-04,Total IPv6 %,0.138095
